Date,open,high,low,close,tick_volume
2019-06-28 07:30:00,136392.0,136420.0,136361.0,136366.0,743
2019-06-28 07:45:00,136366.0,136406.0,136350.0,136371.0,900
2019-06-28 08:00:00,136371.0,136387.0,136319.0,136341.0,794
2019-06-28 08:15:00,136342.0,136385.0,136341.0,136358.0,542
2019-06-28 08:30:00,136358.0,136422.0,136346.0,136404.0,1097
2019-06-28 08:45:00,136403.0,136460.0,136383.0,136448.0,930
2019-06-28 09:00:00,136448.0,136489.0,136389.0,136394.0,1139
2019-06-28 09:15:00,136393.0,136475.0,136351.0,136470.0,1143
2019-06-28 09:30:00,136470.0,136574.0,136445.0,136543.0,2213
2019-06-28 09:45:00,136544.0,136558.0,136418.0,136481.0,1662
2019-06-28 10:00:00,136482.0,136595.0,136480.0,136516.0,1947
2019-06-28 10:15:00,136518.0,136597.0,136487.0,136514.0,2007
2019-06-28 10:30:00,136513.0,136527.0,136329.0,136339.0,1635
2019-06-28 10:45:00,136339.0,136436.0,136338.0,136432.0,1318
2019-06-28 11:00:00,136431.0,136437.0,136304.0,136342.0,1694
2019-06-28 11:15:00,136341.0,136406.0,136335.0,136349.0,1228
2019-06-28 11:30:00,136349.0,136581.0,136349.0,136506.0,2238
2019-06-28 11:45:00,136507.0,136513.0,136432.0,136459.0,1218
2019-06-28 12:00:00,136470.0,136540.0,136436.0,136504.0,1951
2019-06-28 12:15:00,136503.0,136516.0,136442.0,136454.0,1658
2019-06-28 12:30:00,136454.0,136518.0,136444.0,136498.0,1699
2019-06-28 12:45:00,136496.0,136522.0,136442.0,136466.0,1355
2019-06-28 13:00:00,136466.0,136505.0,136378.0,136389.0,1381
2019-06-28 13:15:00,136389.0,136440.0,136373.0,136416.0,1260
2019-06-28 13:30:00,136418.0,136503.0,136410.0,136483.0,1011
2019-06-28 13:45:00,136483.0,136597.0,136476.0,136591.0,1573
2019-06-28 14:00:00,136591.0,136628.0,136557.0,136590.0,1698
2019-06-28 14:15:00,136591.0,136643.0,136575.0,136613.0,1474
2019-06-28 14:30:00,136612.0,136691.0,136608.0,136685.0,1677
2019-06-28 14:45:00,136684.0,136780.0,136662.0,136709.0,2089
2019-06-28 15:00:00,136713.0,136771.0,136690.0,136728.0,2024
2019-06-28 15:15:00,136726.0,136768.0,136689.0,136697.0,1881
2019-06-28 15:30:00,136697.0,136834.0,136696.0,136765.0,2113
2019-06-28 15:45:00,136765.0,136927.0,136745.0,136895.0,2244
2019-06-28 16:00:00,136895.0,136920.0,136851.0,136898.0,2316
2019-06-28 16:15:00,136894.0,136928.0,136831.0,136841.0,2199
